Mod:Item:MetaData, Localized Name
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
immersivecables:coil_block:0, Fluix Coil Block
immersivecables:coil_block:1, Dense Fluix Coil Block
immersivecables:coil_block:2, Quartz Fiber Coil Block
immersivecables:coil_block:3, Refined Fiber Coil Block
immersivecables:wire_coil:0, Fluix Wire Coil
immersivecables:wire_coil:1, Dense Fluix Wire Coil
immersivecables:wire_coil:2, Quartz Fiber Wire Coil
immersivecables:wire_coil:3, Refined Fiber Wire Coil
immersivecables:transformer_fluix:0, Fluix Transformer
immersivecables:transformer_fluix:1, Dense Fluix Transformer
immersivecables:relay_fluix:0, Fluix Wire Relay
immersivecables:relay_fluix:1, Dense Fluix Wire Relay
immersivecables:connector_quartz, Quartz Fiber Connector
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
miskatonicmysteries:chalk_goat, item.chalk.name.name
miskatonicmysteries:chalk_yellowking, item.chalk.name.name
miskatonicmysteries:research_notes_cthulhu, Research Notes
miskatonicmysteries:research_notes_hastur, Research Notes
miskatonicmysteries:research_notes_shubniggurath, Research Notes
miskatonicmysteries:hastur_cultist_hood, Hastur Cultist Hood
miskatonicmysteries:hastur_cultist_robes, Hastur Cultist Robes
miskatonicmysteries:hastur_cultist_pants, Hastur Cultist Pants
miskatonicmysteries:yellow_kings_dagger, Yellow King's Dagger
miskatonicmysteries:shubniggurath_cultist_mask, Shub-Niggurath Cultist Mask
miskatonicmysteries:shubniggurath_cultist_hoodmask, Shub-Niggurath Cultist Hood-Mask
miskatonicmysteries:shubniggurath_cultist_robes, Shub-Niggurath Cultist Robes
miskatonicmysteries:shubniggurath_cultist_pants, Shub-Niggurath Cultist Pants
miskatonicmysteries:black_goats_gutting_dagger, Black Goat's Gutting Dagger
miskatonicmysteries:black_goats_horned_dagger, Black Goat's Horned Dagger
miskatonicmysteries:tranquilizer, Tranquilizer
miskatonicmysteries:tallow, Magic Tallow
miskatonicmysteries:flesh_dark_young, Dark Young Flesh
miskatonicmysteries:blotter, Blotter
miskatonicmysteries:infested_wheat, Infested Wheat
miskatonicmysteries:milk_black_goat, Milk of the Black Goat
miskatonicmysteries:gold_oceanic, Oceanic Gold
miskatonicmysteries:incantation_gate_key, Incantation of the Gate-and-Key
miskatonicmysteries:necronomicon, Necronomicon
moreavaritia:infinitympick, Infinity-1 Pick
moreavaritia:infinitymhoe, Infinity-1 Hoe
moreavaritia:infinitymsword, Infinity-1 Sword
moreavaritia:balancedinfinitysword, Infinity Sword (Balanced)
thaumicaugmentation:vis_regenerator, Vis Regenerator
thaumicaugmentation:warded_chest, Warded Chest
thaumicaugmentation:temporary_light, Casted Light
thaumicaugmentation:stone:0, Void Stone
thaumicaugmentation:stone:1, Tainted Void Stone
thaumicaugmentation:stone:2, Tainted Void Stone Soil
thaumicaugmentation:stone:3, Ancient Runes
thaumicaugmentation:stone:4, Intricate Glyphed Stone
thaumicaugmentation:stone:5, Ancient Bricks
thaumicaugmentation:stone:6, Crusted Stone
thaumicaugmentation:stone:7, Glowing Crusted Stone
thaumicaugmentation:stone:8, Ancient Pillar
thaumicaugmentation:stone:9, Smooth Ancient Brick
thaumicaugmentation:stone:10, Ancient Cobblestone
thaumicaugmentation:stone:11, Ancient Lantern
thaumicaugmentation:arcane_trapdoor_wood, Greatwood Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_metal, Thaumium Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_silverwood, Silverwood Arcane Trapdoor
thaumicaugmentation:taint_flower, Tainted Flower
thaumicaugmentation:impetus_drainer, Impetus Drainer
thaumicaugmentation:impetus_relay, Impetus Relay
thaumicaugmentation:impetus_diffuser, Impetus Diffuser
thaumicaugmentation:impetus_matrix, Impetus Matrix
thaumicaugmentation:impetus_matrix_base, Impetus Matrix Base
thaumicaugmentation:rift_feeder, Flux Inducer
thaumicaugmentation:rift_mover_input, Metaspatial Accumulator
thaumicaugmentation:rift_mover_output, Metaspatial Extruder
thaumicaugmentation:void_recharge_pedestal, Void Recharge Pedestal
thaumicaugmentation:arcane_terraformer, Arcane Terraformer
thaumicaugmentation:rift_monitor, Extradimensional Monitor
thaumicaugmentation:impetus_generator, Impetus Generator
thaumicaugmentation:stability_field_generator, Stability Field Generator
thaumicaugmentation:impetus_gate, Impetus Gate
thaumicaugmentation:stairs_ancient, Ancient Stone Stairs
thaumicaugmentation:slab:0, Ancient Stone Tile Slab
thaumicaugmentation:stairs_eldritch_tile, Eldritch Stone Stairs
thaumicaugmentation:bars:0, Ancient Bars
thaumicaugmentation:fortified_glass, Fortified Glass
thaumicaugmentation:fortified_glass_pane, Fortified Glass Pane
thaumicaugmentation:starfield_glass:0, Starfield Glass (Rift)
thaumicaugmentation:starfield_glass:1, Starfield Glass (Dimensional Fracture)
thaumicaugmentation:starfield_glass:2, Starfield Glass (Magic Mirror)
thaumicaugmentation:capstone:0, Eldritch Capstone
thaumicaugmentation:capstone:1, Ancient Capstone
thaumicaugmentation:capstone:2, Eldritch Altar
thaumicaugmentation:capstone:3, Ancient Altar
thaumicaugmentation:strange_crystal, Strange Crystal
thaumicaugmentation:crab_vent, Crusted Opening
thaumicaugmentation:eldritch_lock:0, Eldritch Lock
thaumicaugmentation:eldritch_lock:1, Eldritch Lock
thaumicaugmentation:eldritch_lock:2, Eldritch Lock
thaumicaugmentation:eldritch_lock:3, Eldritch Lock
thaumicaugmentation:eldritch_lock_impetus, Eldritch Lock
thaumicaugmentation:button_greatwood, Greatwood Button
thaumicaugmentation:button_silverwood, Silverwood Button
thaumicaugmentation:button_arcane_stone, Arcane Stone Button
thaumicaugmentation:warded_button_greatwood, Greatwood Arcane Button
thaumicaugmentation:warded_button_silverwood, Silverwood Arcane Button
thaumicaugmentation:warded_button_arcane_stone, Arcane Stone Arcane Button
thaumicaugmentation:pressure_plate_greatwood, Greatwood Pressure Plate
thaumicaugmentation:pressure_plate_silverwood, Silverwood Pressure Plate
thaumicaugmentation:pressure_plate_arcane_stone, Arcane Stone Pressure Plate
thaumicaugmentation:warded_pressure_plate_greatwood, Greatwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_silverwood, Silverwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_arcane_stone, Arcane Stone Arcane Pressure Plate
thaumicaugmentation:urn:0, Common Urn
thaumicaugmentation:urn:1, Uncommon Urn
thaumicaugmentation:urn:2, Rare Urn
thaumicaugmentation:gauntlet:0, Thaumium Caster's Gauntlet
thaumicaugmentation:gauntlet:1, Voidseer Caster's Gauntlet
thaumicaugmentation:material:0, Vis Regeneration Lattice
thaumicaugmentation:material:1, Warding Sigil
thaumicaugmentation:material:2, Amalgamated Gear
thaumicaugmentation:material:3, Impetus Cell
thaumicaugmentation:material:4, Harness Base
thaumicaugmentation:material:5, Impetus Jewel
thaumicaugmentation:seal_copier, Seal Copier
thaumicaugmentation:arcane_door:0, Greatwood Arcane Door
thaumicaugmentation:arcane_door:1, Thaumium Arcane Door
thaumicaugmentation:arcane_door:2, Silverwood Arcane Door
thaumicaugmentation:key:0, Iron Key
thaumicaugmentation:key:1, Brass key
thaumicaugmentation:key:2, Thaumium Key
thaumicaugmentation:void_boots, Void Thaumaturge Boots
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:augment_caster_rift_energy_storage, Impetus Conductor
thaumicaugmentation:fracture_locator:0, Fracture Locator
thaumicaugmentation:augment_builder_power:0, Modifier: Experience
thaumicaugmentation:augment_builder_power:0, Modifier: Elemental
thaumicaugmentation:augment_builder_power:0, Modifier: Overworld
thaumicaugmentation:augment_builder_power:0, Modifier: Nether
thaumicaugmentation:augment_builder_power:0, Modifier: The End
thaumicaugmentation:augment_builder_power:0, Modifier: Emptiness
thaumicaugmentation:augment_builder_power:0, Modifier: Frenzy
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Focus Power
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Cast Speed
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Vis Discount
thaumicaugmentation:morphic_tool, Morphic Tool
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:rift_jar:0, Reinforced Jar
thaumicaugmentation:rift_jar:0, Rift in a Jar
thaumicaugmentation:impetus_mirror:0, Impetus Mirror
thaumicaugmentation:impetus_linker:0, Impetus Resonator
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
